"GeneID","ensembl_gene_id","ENTREZID","logFC","logCPM","LR","FDR"
"ENSRNOT00000055633","ENSRNOG00000000001","311013",-2.00410687491309,-0.239716888769035,2.30582924929463,0.655302728838522
"ENSRNOT00000000008","ENSRNOG00000000007","24379",-0.0939227063256223,5.44631881525167,0.227866390021727,1
"ENSRNOT00000084375","ENSRNOG00000000007","24379",-1.41942475225082,0.697362035478338,0.64324594310937,1
"ENSRNOT00000000011","ENSRNOG00000000010","498922",-0.229990464792232,2.85951717787146,0.167494217447022,1
"ENSRNOT00000000022","ENSRNOG00000000021",NA,-0.617093767278556,-0.903222084758996,0.0143247357262482,1
"ENSRNOT00000000036","ENSRNOG00000000033","305095",-0.361782292543202,6.01972543851175,4.03002849583715,0.400240470458995
"ENSRNOT00000100441","ENSRNOG00000000033","305095",-7.03610180568673,-0.767463991824262,1.75355567756508,0.773285914644463
"ENSRNOT00000104946","ENSRNOG00000000033","305095",8.68968133251954,0.182576748276729,4.72705967993447,0.33526691569011
"ENSRNOT00000000039","ENSRNOG00000000034","289419",-0.489487299053988,1.58558690790945,0.334978135854259,1
"ENSRNOT00000000041","ENSRNOG00000000036","305096",-0.180203565665146,7.35215206970429,3.40656738224049,0.467583337078923
"ENSRNOT00000093726","ENSRNOG00000000040","305101",0.937481309131427,0.0451387510796591,0.284913217919605,1
"ENSRNOT00000000047","ENSRNOG00000000041","64076",-0.664968261169111,1.11396043051178,0.237403983142332,1
"ENSRNOT00000111929","ENSRNOG00000000041","64076",1.54248795591744,0.57252942218963,0.237105983939628,1
"ENSRNOT00000081892","ENSRNOG00000000042","289424",0.505771083944902,3.87785630702808,0.189908052152592,1
"ENSRNOT00000108645","ENSRNOG00000000042","289424",-0.737053069643814,0.624235501234883,0.0863302466544891,1
"ENSRNOT00000093410","ENSRNOG00000000042","289424",-10.1669333021492,1.61803554405292,9.73324481221644,0.0869337836697615
"ENSRNOT00000000049","ENSRNOG00000000042","289424",1.71519717697464,2.22861954181541,0.871880242085346,1
"ENSRNOT00000113923","ENSRNOG00000000042","289424",0.867363591026431,2.15512933037649,0.288097369459344,1
"ENSRNOT00000000048","ENSRNOG00000000043","360904",-0.170359481360237,4.90246303536295,0.446473663828549,1
"ENSRNOT00000094320","ENSRNOG00000000044","305623",6.85725921850015,-0.535207654699425,5.32571027659976,0.292226185322756
"ENSRNOT00000000050","ENSRNOG00000000044","305623",0.51635434651091,4.82758740612624,2.48992660635572,0.621154953777629
"ENSRNOT00000114727","ENSRNOG00000000044","305623",-5.16719165527951,0.461292163611468,1.49656509499255,0.830797896117247
"ENSRNOT00000100406","ENSRNOG00000000047","83628",0.258363929505852,3.64431069097282,0.317430137096963,1
"ENSRNOT00000119233","ENSRNOG00000000047","83628",1.209544567835,-0.920971846001882,0.213035190015473,1
"ENSRNOT00000097921","ENSRNOG00000000047","83628",1.45169367778817,3.12312890548391,0.591635931905699,1
"ENSRNOT00000000052","ENSRNOG00000000047","83628",-0.396967396273662,3.53584809382113,0.227063648483441,1
"ENSRNOT00000105303","ENSRNOG00000000048","81659",-0.880368439109077,2.09021143531074,0.0556741336469671,1
"ENSRNOT00000000064","ENSRNOG00000000048","81659",0.0901660168002528,6.65372872544781,0.280271419563107,1
"ENSRNOT00000061720","ENSRNOG00000000048","81659",-0.124615407729686,5.13979039769723,0.195578588279014,1
"ENSRNOT00000091089","ENSRNOG00000000053","25419",0.341685180017802,4.73529557082739,1.36827093951292,0.865986182874205
"ENSRNOT00000000058","ENSRNOG00000000053","25419",0.15698008059811,1.67922624463571,0.0254482255226325,1
"ENSRNOT00000000060","ENSRNOG00000000054","306338",0.0630845330551087,6.5095141632093,0.213832145008239,1
"ENSRNOT00000111935","ENSRNOG00000000054","306338",-1.12652166859867,0.171049203592657,0.249583904306908,1
"ENSRNOT00000108544","ENSRNOG00000000062","305624",-0.379703588906206,2.67562933535031,0.413865943802366,1
"ENSRNOT00000000071","ENSRNOG00000000062","305624",0.0223454661278127,4.70582838667746,0.00866333749769677,1
"ENSRNOT00000111567","ENSRNOG00000000062","305624",0.993419476191741,0.8542433340315,0.228922948937935,1
"ENSRNOT00000000074","ENSRNOG00000000066","305105",0.0339051569223552,4.05455063166705,0.00785667516313993,1
"ENSRNOT00000000078","ENSRNOG00000000068","312754",-0.0912543298208998,6.44159801592741,0.375247440607369,1
"ENSRNOT00000000080","ENSRNOG00000000070","289881",0.0394536077475702,5.88451350774694,0.0686270316853124,1
"ENSRNOT00000119350","ENSRNOG00000000073","289883",0.124289198255731,3.18988921172187,0.0284176207609601,1
