"GeneID","ensembl_gene_id","ENTREZID","logFC","logCPM","LR","FDR"
"ENSRNOT00000055633","ENSRNOG00000000001","311013",-1.0528668526401,-0.239716888769035,0.691287099546681,1
"ENSRNOT00000000008","ENSRNOG00000000007","24379",0.0377546072818651,5.44631881525167,0.0370437771539613,1
"ENSRNOT00000084375","ENSRNOG00000000007","24379",-1.14466412457506,0.697362035478338,0.424761793656248,1
"ENSRNOT00000000011","ENSRNOG00000000010","498922",0.397916756733223,2.85951717787146,0.50475273543676,1
"ENSRNOT00000000022","ENSRNOG00000000021",NA,-7.02560604977943,-0.903222084758996,1.80781081315335,0.806022254346267
"ENSRNOT00000000036","ENSRNOG00000000033","305095",0.203356491881284,6.01972543851175,1.28731543723837,0.911742835667165
"ENSRNOT00000100441","ENSRNOG00000000033","305095",0.44622595251134,-0.767463991824262,0.00762970051671896,1
"ENSRNOT00000104946","ENSRNOG00000000033","305095",7.74614189392322,0.182576748276729,4.19700397863237,0.46479878034766
"ENSRNOT00000000039","ENSRNOG00000000034","289419",-0.124613462901183,1.58558690790945,0.0219166748100168,1
"ENSRNOT00000000041","ENSRNOG00000000036","305096",0.00972619623791098,7.35215206970429,0.00999883340969987,1
"ENSRNOT00000093726","ENSRNOG00000000040","305101",1.23264415121192,0.0451387510796591,0.487796479105718,1
"ENSRNOT00000000047","ENSRNOG00000000041","64076",-0.668582462973584,1.11396043051178,0.240485406743169,1
"ENSRNOT00000111929","ENSRNOG00000000041","64076",-0.45316425400852,0.57252942218963,0.0215714551192878,1
"ENSRNOT00000081892","ENSRNOG00000000042","289424",0.0425343206541578,3.87785630702808,0.00135004629915514,1
"ENSRNOT00000108645","ENSRNOG00000000042","289424",-1.35742018008207,0.624235501234883,0.287100655628636,1
"ENSRNOT00000093410","ENSRNOG00000000042","289424",-1.03309040209577,1.61803554405292,0.200666270670681,1
"ENSRNOT00000000049","ENSRNOG00000000042","289424",0.401482147195153,2.22861954181541,0.050329953999281,1
"ENSRNOT00000113923","ENSRNOG00000000042","289424",0.830562873761937,2.15512933037649,0.264593752589864,1
"ENSRNOT00000000048","ENSRNOG00000000043","360904",-0.142887553791056,4.90246303536295,0.315462904102915,1
"ENSRNOT00000094320","ENSRNOG00000000044","305623",0,-0.535207654699425,0,1
"ENSRNOT00000000050","ENSRNOG00000000044","305623",0.46149482842458,4.82758740612624,1.99468121056283,0.776561201716994
"ENSRNOT00000114727","ENSRNOG00000000044","305623",-1.38024419750324,0.461292163611468,0.14502356220388,1
"ENSRNOT00000100406","ENSRNOG00000000047","83628",0.0489557971955735,3.64431069097282,0.0114308428850727,1
"ENSRNOT00000119233","ENSRNOG00000000047","83628",0.0102749022930796,-0.920971846001882,1.59465469291575e-05,1
"ENSRNOT00000097921","ENSRNOG00000000047","83628",-0.0962362772157841,3.12312890548391,0.00270669288826753,1
"ENSRNOT00000000052","ENSRNOG00000000047","83628",0.409991860951333,3.53584809382113,0.242794489401348,1
"ENSRNOT00000105303","ENSRNOG00000000048","81659",-2.57329810567075,2.09021143531074,0.431183564023199,1
"ENSRNOT00000000064","ENSRNOG00000000048","81659",-0.146335244697528,6.65372872544781,0.738794529475934,1
"ENSRNOT00000061720","ENSRNOG00000000048","81659",0.335271752256761,5.13979039769723,1.4230246762993,0.88016946736529
"ENSRNOT00000091089","ENSRNOG00000000053","25419",-0.120962653802545,4.73529557082739,0.171699342478046,1
"ENSRNOT00000000058","ENSRNOG00000000053","25419",-1.18665489615061,1.67922624463571,1.41033223360063,0.883274913623518
"ENSRNOT00000000060","ENSRNOG00000000054","306338",0.248335066568393,6.5095141632093,3.3319129397299,0.566539466030307
"ENSRNOT00000111935","ENSRNOG00000000054","306338",-2.02121432924762,0.171049203592657,0.768833961641013,1
"ENSRNOT00000108544","ENSRNOG00000000062","305624",-0.114578565520913,2.67562933535031,0.0379984225006567,1
"ENSRNOT00000000071","ENSRNOG00000000062","305624",-0.397987414805578,4.70582838667746,2.73970925415793,0.64953620739135
"ENSRNOT00000111567","ENSRNOG00000000062","305624",0.170255231381504,0.8542433340315,0.00686225698341403,1
"ENSRNOT00000000074","ENSRNOG00000000066","305105",-0.420237168486064,4.05455063166705,1.20253027479162,0.929752720130056
"ENSRNOT00000000078","ENSRNOG00000000068","312754",-0.120603554478812,6.44159801592741,0.657505372714144,1
"ENSRNOT00000000080","ENSRNOG00000000070","289881",-0.0916992098615119,5.88451350774694,0.37202368424737,1
"ENSRNOT00000119350","ENSRNOG00000000073","289883",-0.385204862690502,3.18988921172187,0.272246895130866,1
